Generated_SELFIES	Generated_SMILES	Ground_Truth_SELFIES
[C][C][Branch2][Ring1][#Branch1][C][C][=Branch1][C][=O][C][Branch1][=Branch2][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][C]	C1CCC(=O)C1(C=CC=CC=CC=C)CCC	[C][C][C][=Branch1][C][=O][C][Branch1][O][C][C][Branch1][C][C][N][Branch1][C][C][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1]
[C][C][C@][Branch1][C][C][C][Branch1][#Branch2][C][C@@H1][Branch1][=Branch1][C][=Branch1][C][=O][O][O][C]	CC[C@](C)C(C[C@@H1]C(=O)O)OC	[C][C][C@@][Branch1][C][C][Branch1][#Branch2][C][=Branch1][C][=O][C][=Branch1][C][=O][O][O]
[C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=C][C][=C][Ring1][#Branch2][O]	C12=CC=CC(=C1)C=CC=C2O	[C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][=Branch2][C][=Branch1][=Branch2][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O][O]
[C][C@@][C][C][Branch2][=C][C][C][Branch2][Ring1][Branch1][C][=C][Ring1][=Branch1][O][C][C][=Branch1][C][=O][C][C@H1][C@][Branch2][Ring1][#Branch1][C][#Branch2][C@H1][Ring1][=Branch1][Branch1][=Branch1][C][=C][C][=Branch1][C][=O][O][C][C][C][O][C]	C[C@@]1CCCC=C1OCC(=O)C[C@H1][C@]C(C=CC)C=O	[C][C@@H1][C][C@][Branch2][=Branch1][#C][C@H1][C@H1][C@][Ring1][=Branch1][Branch2][Ring2][S][C@@H1][C][=C][Branch2][Ring2][=Branch2][C][=Branch1][C][=O][C@][Ring1][=Branch1][Branch2][Ring1][=C][C][C][=Branch1][Ring2][=C][Ring1][O][C][O][C][=Branch1][C][=O][C][C][=C][C][=Branch1][=Branch2][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O][O][C][O][C][O][C@][Branch1][Branch1][O][Ring2][Ring1][#C][Branch1][Branch1][O][Ring2][Ring1][P][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=C][C]
[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O][C][C@H1][Branch2][Ring2][S][C][O][P][=Branch1][C][=O][Branch1][C][O][O][C][C@@H1][Branch2][Ring1][C][C@H1][Branch2][Ring1][#Branch2][C@@H1][Branch1][P][C@H1][Branch1][Branch1][C@H1][Ring1][=Branch1][O][O][P][=Branch1][C][=O][Branch1][C][O][O][O][O][O][O][C][=Branch1][C][=O][C][=Branch1][C][=O][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C]	CCCCCCCCCCCCCCCC(=O)OC[C@H1](COP(=O)(O)OC1[C@@H1]([C@H1][C@@H1]([C@H1]([C@H1]1O)OP(=O)(O)O)OOOOC=O)C)C=O	[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O][C][C@H1][Branch2][Ring2][#Branch2][C][O][P][=Branch1][C][=O][Branch1][C][O][O][C@@H1][C@@H1][Branch2][Ring1][#Branch2][C@@H1][Branch2][Ring1][Branch1][C@H1][Branch1][P][C@@H1][Branch1][Branch1][C@H1][Ring1][=Branch1][O][O][P][=Branch1][C][=O][Branch1][C][O][O][O][O][O][O][C][=Branch1][C][=O][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C]
[C][C][Branch1][#C][C][C][C][C][Branch1][Branch2][C][=Branch1][Branch1][=C][Ring1][=Branch1][O][O]	CCC1CCC(C=C1O)O	[C][C][Branch1][C][C][C][Branch1][Ring1][C][O][O]
[C][C][C][C][C][Branch1][C][C][C][N][C][=Branch1][C][=O][C][C][C][C][=Branch1][C][=O][O][N]	CCCCC(C)CNC(=O)CCCC(=O)ON	[C][Branch2][Ring1][C][C][C][C][=Branch1][C][=O][N][C][C][C][C][C][C][=Branch1][C][=O][O][C][C][N]
[C][C][C@H1][Branch1][=Branch1][C][C@H1][Branch1][=Branch1][C][C][C][=Branch1][C][=O][C@@H1][Branch2][Branch1][=N][C][C][C@H1][C][=Branch1][C][=O][Branch2][Branch1][Ring1][C@@H1][Branch2][Ring2][#C][C][C][Ring2][=Branch2][C][=C][C][=Branch1][Branch1][=C][Ring1][=Branch1][O][C][C][Ring1][N][C][=C][C][=C][C][=C][Ring1][=Branch1][Cl][O][O][C][=Branch1][C][=O][O][C][O][N][C][=Branch1][C][=O][O][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O][S][=Branch1][C][=O][O]	CC[C@H1](C[C@H1]CCC=O)[C@@H1](C1C[C@H1]=C=O)C1OS(=O)O	[C][C@H1][C][=Branch1][C][=O][N][C@@H1][Branch2][Branch1][C][C][=C][C][=Branch2][Ring2][O][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][O][C][=C][Branch2][Ring1][Branch1][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C@H1][Branch1][=Branch2][C][=Branch1][C][=O][N][Ring2][Ring1][=Branch1][N][O][S][=Branch1][C][=O][=Branch1][C][=O][O][O][C][=Branch1][C][=O][N][C@@H1][C][=C][C][=Branch2][Branch2][C][=C][Branch2][#Branch1][=N][C][=Branch1][Ring2][=C][Ring1][=Branch1][O][C][=C][Branch2][=Branch1][S][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C@H1][Branch2][=Branch1][Ring1][C@H1][C][=Branch1][C][=O][N][C@H1][Branch2][Branch1][Ring2][C][=C][Branch1][=N][C][=Branch1][=Branch2][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][O][O][C][=C][Branch2][Ring1][=C][C][=Branch2][Ring1][=Branch2][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C@H1][Branch1][=Branch2][C][=Branch1][C][=O][N][Ring2][Ring1][#Branch1][N][C][Ring2][Ring2][Branch2][=O][Cl][O][C][=Branch1][C][=O][O][O][Cl][O][O][C][=C][Branch1][#Branch2][C][=C][Ring2][#Branch1][#Branch1][C][=C][Ring1][=Branch1][Cl]
[C][Branch1][P][C][=Branch1][C][=O][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][C][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O-1].[K+1]	C(C(=O)C=CC(=C)CCC=O)[O-1].[K+1]	[O-1][Cr][=Branch1][C][=O][=Branch1][C][=O][O][Cr][=Branch1][C][=O][=Branch1][C][=O][O-1].[K+1].[K+1]
[C][C][=C][Branch2][Ring2][Ring1][C][=C][Branch1][Ring2][C][Ring1][=Branch1][S][C][C][=Branch1][C][=O][C][=C][Branch2][Ring1][C][C][=Branch1][C][=O][N][C][=Branch1][C][=O][O-1][N][C][=Branch1][C][=O][C][=Branch1][C][=O][O-1][C][C][=C][C][=Branch2][Ring2][Ring2][S][Ring1][Branch1][C@H1][Branch1][Ring2][O][Ring1][=Branch1][C][=Branch1][C][=O][N][C][C][=Branch1][C][Branch1][C][=Branch1][C][=O][C][C][C][C][=C][C][=C][Branch1][Branch2][C][=C][Ring1][=Branch1][O][N+1][=Branch1][C][=Branch1][C][=O][O-1][O-1]	C1C=C(C=C(C1)SCC(=O)C=CC(=O)NC(=O)[O-1])C=O	[C][Branch2][Ring1][Ring1][C][C][Branch1][#Branch1][C][C][=Branch1][C][=O][O-1][Branch1][=Branch1][C][=Branch1][C][=O][O][O][C][=Branch1][C][=O][O-1].[NH2-1].[SH1-1].[SH1-1].[SH1-1].[SH1-1].[SH1-1].[SH1-1].[SH1-1].[SH1-1].[SH1-1].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe].[Fe]
[C][C@H1][Branch1][Branch2][C][C][C][=Branch1][C][=O][O][C@H1][C][C][C@@H1][C@@][Ring1][Branch1][Branch2][Ring1][Ring2][C][C][C@H1][C@H1][Ring1][=Branch1][C][C][C][=C][C][C@H1][C@@H1][Branch2][Ring1][=Branch1][C][C@H1][C@@H1][Branch2][Ring1][Ring2][C@@H1][Branch1][S][C@H1][Branch1][N][C@H1][Branch1][Ring2][O][Ring1][=Branch1][C][=O][O][O][C]	C[C@H1](CCC(=O)O)[C@H1]1CC[C@@H1]2[C@@]1CC[C@H1][C@H1]2CCC=CC[C@H1][C@@H1]C[C@H1]3[C@@H1][C@@H1][C@H1][C@H1](O3)C=O	[C][C@H1][Branch1][Branch2][C][C][C][=Branch1][C][=O][O][C@H1][C][C][C@@H1][C@@][Ring1][Branch1][Branch2][Branch1][#Branch1][C][C][C@H1][C@H1][Ring1][=Branch1][C@@H1][Branch2][Ring2][N][C][C@H1][C@@][Ring1][=Branch1][Branch2][Ring2][Ring1][C][C][C@H1][Branch1][Ring2][C][Ring1][=Branch1][O][C@H1][C@@H1][Branch2][Ring1][Ring2][C@H1][Branch1][S][C@@H1][Branch1][N][C@H1][Branch1][Ring2][O][Ring1][=Branch1][C][=Branch1][C][=O][O][O][O][O][C][O][C]
[C][C][C][C][C][C][C][Branch2][Ring2][=N][C][=Branch1][Ring2][=C][Ring1][=Branch1][N][C][=C][C][=C][Ring1][Branch1][C][=C][Branch1][Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][Cl][C][C][N][C][C][C][N][Ring1][=Branch1][C][=O][C][C][C][Branch1][C][C][C][=C][C][=C][C][=C][Ring2][Ring1][=Branch1]	CCCC1CCC(C(=C1)N2C=CC=C2C=C(C3=CC=C)C=C3Cl)=CC=CC=C	[C][C][C][C][N+1][=C][Branch2][Ring1][=N][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][N][Ring1][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][Cl].[Br-1]
[C][Branch1][#Branch2][C@H1][Branch1][=Branch1][C][=Branch1][C][=O][O-1][O][O-1][P][=Branch1][C][=O][Branch1][C][O-1]	C([C@H1](C(=O)[O-1])O)[O-1]	[C][C][Branch1][C][C][Branch1][O][C][O][P][=Branch1][C][=O][Branch1][C][O-1][O-1][C@H1][Branch1][=Branch1][C][=Branch1][C][=O][O-1][O]
[C][Branch1][#Branch1][C][C][=Branch1][C][=O][O][C@@H1][Branch1][Branch2][C][=Branch1][C][=O][C][=Branch1][C][=O][N][C][N][C][=Branch1][C][=O][O][C@@H1][Branch1][Branch2][C][C][=Branch1][C][=O][O][N]	C(CC(=O)O)[C@@H1](C(=O)C=O)NCNC(=O)O[C@@H1]CC(=O)ON	[C][Branch1][#Branch1][C][C][=Branch1][C][=O][O][C@@H1][Branch2][Ring2][Ring2][C][=Branch1][C][=O][N][C@@H1][Branch1][Branch2][C][C][C][=Branch1][C][=O][O][C][=Branch1][C][=O][N][C@@H1][Branch1][Branch2][C][C][C][=Branch1][C][=O][N][C][=Branch1][C][=O][O][N]
[C][=C][C][=Branch2][Ring1][O][=C][C][=C][Ring1][=Branch1][N+1][=C][Ring1][=Branch1][O][N][C][C][C][=Branch1][C][=O][N][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O]	C1=CC(=CC=C1[N+1]=CONCCC(=O)NCCCCCCCC)CC(=O)O	[C][=C][Branch2][Ring1][C][C][=C][Branch1][=N][C][=Branch1][=Branch2][=C][Ring1][=Branch1][N+1][=Branch1][C][=O][O-1][O][I][C][=Branch1][C][=O][N][C][C][C][C][C][C][=Branch1][C][=O][O]
[C][C][C@][Ring2][Ring1][C][C][C@@H1][C@H1][Branch2][Ring1][S][C@H1][Ring1][=Branch1][NH1+1][Ring1][#Branch2][C][C][=C][Branch2][Ring1][Branch1][C][=C][Branch1][N][C][=Branch1][#Branch2][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O][C][C]	C12C3[C@]1C[C@@H1][C@H1][C@H1]3[NH1+1]2CC=CC4=C(C=CC=C4C=O)OCC	[C][C][C@][C][C@@][Branch2][Ring1][#C][C@H1][C@@][Branch1][S][C@H1][Ring1][=Branch1][NH1+1][Branch1][Branch1][C][C][Ring1][Branch1][C][C][=C][Ring1][N][C][=C][C][=C][C][=C][Ring1][=Branch1][N][Ring1][S][Branch1][#Branch1][C][=Branch1][C][=O][O][C][O]
[C][C@][C][C][C@H1][C@H1][Branch1][#Branch2][C@@H1][Ring1][=Branch1][C][C][C][Ring1][=Branch2][=O][C][C][C][=C][Ring1][=Branch1][C][=C][C][=Branch1][C][=O][C][=C][Ring1][=Branch1][O][C]	C[C@]12CC[C@H1][C@H1]([C@@H1]1CCC2=O)CCC=CC3=CC(=O)C=C3OC	[C][C@][C][C][C@H1][C@H1][Branch1][#Branch2][C@@H1][Ring1][=Branch1][C][C][C][Ring1][=Branch2][=O][C][C][C][=C][C][=Branch1][N][=C][Branch1][#Branch1][C][=C][Ring1][#C][Ring1][=Branch1][O][C][O]
[C][Branch2][Ring2][=Branch1][C][C][C@@H1][Branch1][=Branch1][C][=O][N][C][=Branch1][C][=Branch1][C][=O][O-1][C@@H1][Branch1][C][C][N][C][=Branch1][C][=O][C@H1][Branch1][#Branch1][C][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O-1][N]	C(CC[C@@H1](C=O)C(=O)[O-1])[O-1]	[C][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch1][C][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][N][C@@H1][Branch1][Branch2][C][C][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][N][C@@H1][Branch1][Branch2][C][C][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O-1]
[C][C@H1][Branch2][Branch2][Ring1][C][C][C][=Branch1][C][=O][C@@H1][Branch2][C][C][C][=Branch1][C][=O][S][C][=Branch1][C][=O][C][C][N][C][C][N][C][=Branch1][C][=O][C@@H1][Branch2][=Branch1][Ring2][C][Branch1][C][Branch1][C][C][C][C][O][P][=Branch1][C][=O][Branch1][C][O][O][P][=Branch1][C][=O][Branch1][C][O][O][C][C][C@@H1][C@H1][Branch2][Ring1][#Branch1][C@H1][C@@H1][Branch1][Ring2][O][Ring1][Branch1][C][=N][C][C][=C][N][=C][Branch1][=Branch2][N][N][=C][Ring1][=Branch2][N][O][O][P][=Branch1][C][=O][Branch1][C][O][O][O][C@H1][O][O][C][=Branch1][C][C][C@H1][Branch2][Ring1][Branch1][Branch2][Ring1][Branch1][C@H1][C][C@H1][C@@H1][Ring1][C@@][C][Ring1][=Branch1][C][C][Branch1][C][C@H1][Branch1][#Branch2][C][C][Ring1]	C[C@H1](CCC(=O)[C@@H1](C)C=O)[C@H1]OOC(C)[C@H1]=C	[C][C@H1][Branch2][Branch2][Ring1][C][C][C][C@H1][Branch1][C][C][C][=Branch1][C][=O][S][C][C][N][C][=Branch1][C][=O][C][C][N][C][=Branch1][C][=O][C@@H1][Branch2][=Branch1][Ring2][C][Branch1][C][C][Branch1][C][C][C][O][P][=Branch1][C][=O][Branch1][C][O][O][P][=Branch1][C][=O][Branch1][C][O][O][C][C@@H1][C@H1][Branch2][Ring1][N][C@H1][Branch2][Ring1][#Branch1][C@@H1][Branch1][Ring2][O][Ring1][Branch1][N][C][=N][C][=C][Branch1][=Branch2][N][=C][N][=C][Ring1][=Branch1][Ring1][=Branch2][N][O][O][P][=Branch1][C][=O][Branch1][C][O][O][O][C@H1][C][C][C@@H1][C@@][Ring1][Branch1][Branch2][Ring1][=Branch2][C][C][C@H1][C@H1][Ring1][=Branch1][C][C][=C][C@@][Ring1][=Branch1][Branch1][#Branch2][C][C][C@@H1][Branch1][Ring2][C][Ring1][=Branch1][O][C][C]
[C][=C][C][=Branch2][Ring1][Ring2][=C][Branch2][Ring1][S][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][C][=C][Branch1][Ring2][O][Ring1][#Branch2][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O][O][O]	C1=C2C=CC=C1C(=O)C=C(O2)C=C(C=C)OOO	[C][=C][C][=Branch2][Ring1][S][=C][C][=C][Ring1][=Branch1][C][=C][C][=Branch1][C][=O][C][=C][Branch1][Ring2][O][Ring1][#Branch1][C][=Branch1][#Branch2][=C][Branch1][=Branch1][C][=C][Ring1][#Branch1][O][O][O][O]
[C][=C][C][=Branch2][Ring1][#C][=C][C][=C][Ring1][=Branch1][C][C@@H1][Branch2][Ring1][Ring2][C][=O][C][C][C@@H1][Branch1][N][C][=Branch1][C][=O][N][C@@H1][Branch1][=Branch1][C][=O][O][N]	C1=CC=CC=C1C[C@@H1]C=O	[C][=C][C][=Branch2][Ring1][=C][=C][C][=C][Ring1][=Branch1][C][C@@H1][Branch1][=Branch1][C][=Branch1][C][=O][O][N][C][=Branch1][C][=O][C@H1][Branch1][#Branch1][C][C][=Branch1][C][=O][N][N][O]
[C][C@H1][Branch2][Ring1][=Branch2][C][=C][Ring1][=Branch1][S][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][C][C][C][C][=Branch1][C][=O][O-1]	C1[C@H1](C=C1SC=CC=CC2=CC=C(C=C2)CCC)CC(=O)[O-1]	[C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=C][C][=C][Ring1][#Branch1][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1]
[C][C][C][C][C][C][C][C][C][C][C][C][C][=C][C][=Branch1][=Branch2][=C][S][=Branch1][C][=O][=Branch1][C]	CCCCCCCCCCCCC=CC=CS=O	[C][C][C][C][C][C][C][C][C][C][C][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][O]
[C][C][=C][C][=N][C][Branch1][=Branch2][C][=C][Ring1][#Branch1][N][N][C][=Branch1][C][=O][C][=Branch1][C][=O][S][C][C][=Branch1][C][=O][C][C][N][C][C][C][C][N][C][=Branch1][C][=O][C@@H1][Branch2][Ring2][C][C][Branch1][C][C][O][P][=Branch1][C][=O][Branch1][C][C][O-1][O][O][P][=Branch1][C][=O][Branch1][C][O-1][O][C][C@@H1][C@H1][Branch2][Ring1][C@H1][Branch2][Ring1][#Branch1][C@@H1][Branch1][Ring2][O][Ring1][Branch1][N][=N][C][=Branch2][C][=C][N][=C][N][=C][Ring1][=Branch1][Ring1][=Branch2][P][=Branch1][C][=O][Branch1][C][O-1][O-1]	C1C2=CC=NC(C=C2NNC=O)C(=O)SCC(=O)CCNCCCCNC(=O)[C@@H1]1C(C)OP(=O)(C)[O-1]	[C][C][Branch1][C][C][Branch2][Branch1][=N][C][O][P][=Branch1][C][=O][Branch1][C][O-1][O][P][=Branch1][C][=O][Branch1][C][O-1][O][C][C@@H1][C@H1][Branch2][Ring1][N][C@H1][Branch2][Ring1][#Branch1][C@@H1][Branch1][Ring2][O][Ring1][Branch1][N][C][=N][C][=C][Branch1][=Branch2][N][=C][N][=C][Ring1][=Branch1][Ring1][=Branch2][N][O][O][P][=Branch1][C][=O][Branch1][C][O-1][O-1][C@H1][Branch2][Ring2][C][C][=Branch1][C][=O][N][C][C][C][=Branch1][C][=O][N][C][C][S][C][=Branch1][C][=O][C][=C][Branch1][#Branch2][C][C][C][=Branch1][C][=O][C][Ring1][#Branch1][N][O]
[C][=C][N][Branch1][#Branch2][C][=Branch1][C][=O][N][=C][Ring1][#Branch1][N][C@H1][C@@H1][Branch2][Ring1][=Branch2][C@@H1][Branch1][Ring2][O][Ring1][Branch1][C][O][P][=Branch1][C][=O][Branch1][C][O-1][O].[Na+1]	C1=CN(C(=O)N=C1N2)[C@H1][C@@H1][C@@H1](O2)COP(=O)([O-1])O.[Na+1]	[C][=C][N][Branch1][#Branch2][C][=Branch1][C][=O][N][=C][Ring1][#Branch1][N][C@H1][C@@H1][Branch2][Ring1][Branch1][C@@H1][Branch1][P][C@H1][Branch1][Ring2][O][Ring1][Branch1][C][O][P][=Branch1][C][=O][Branch1][C][O-1][O-1][O][O].[Na+1].[Na+1]
[C][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][N][C][=Branch1][C][=O][O]	CCCCCCCCCCCCC(=O)NC(=O)O	[C][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][O]
[C][Branch1][#Branch2][C@@H1][Branch1][=Branch1][C][=Branch1][C][=O][O-1][N][O][P][=Branch1][C][=O][Branch1][C][O-1][O]	C([C@@H1](C(=O)[O-1])N)OP(=O)([O-1])O	[C][Branch1][#Branch2][C@@H1][Branch1][=Branch1][C][=Branch1][C][=O][O-1][NH3+1][O][P][=Branch1][C][=O][Branch1][C][O-1][O-1]
[C][C][C][C][C][C][C][C][C@H1][Branch2][Branch1][C][C@H1][Branch1][Branch1][C][C@@H1][Branch2][Branch1][O][C@@H1][Branch1][Ring2][O][Ring1][Branch1][C][Branch1][C][C][C][C][C][C][C][C][C][C@@H1][Branch1][S][C][=Branch1][C][=O][N][C][=C][Ring2][Ring1][#Branch1][C][N][C][=Branch1][C][=O][C][=Branch1][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N][C][O]	CCCCCCC1C[C@H1][C@H1]2C[C@@H1][C@@H1](O2)C(C)CCCCCCC[C@@H1](C(=O)NC=C1CNC=O)CC=C(C=C)NCO	[C][C@H1][Branch2][Branch1][=N][/C][=C][/C][C@H1][C][O][C@H1][Branch1][=Branch2][C@@H1][Branch1][Branch1][C@@H1][Ring1][=Branch1][O][O][C@@H1][Branch2][Ring2][#Branch1][/C][=Branch2][Ring2][C][=C][/C][=Branch1][C][=O][O][C][C][C][C][C][C][C][C][=Branch1][C][=O][N][C][=C][C][=Branch1][=Branch1][=C][S][S][Ring1][Branch1][N][C][Ring1][Branch2][=O][/C][O][C@H1][Branch1][C][C][O]
[O][P][=Branch1][C][=O][Branch1][C]	OP=O	[O][P][Branch1][C][O][O]
[C][C][=Branch1][C][=O][N][C@@H1][S][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][O][C@@H1][Branch1][=Branch1][C][C][=Branch1][C][=O][O-1]	CC(=O)N[C@@H1]SC1=CC=CC(=C1)O[C@@H1](CC=O)[O-1]	[C][C][=Branch1][C][=O][N][C][=C][C][=Branch1][=Branch2][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O][S][C][C@@H1][Branch1][=Branch1][C][=Branch1][C][=O][O-1][N][C][=Branch1][C][=O][C]
[C][NH1+1][C][=Branch2][Ring1][=Branch1][=C][C][=C][Branch2][Ring1][C][=C][Ring1][=Branch1][C][Branch1][Branch1][C][C][C][=Branch1][C][=O][C][=C][C][=C][Ring1][Branch1][N][C][O][S][=Branch1][C][=O][O-1]	C[NH1+1]1C(=CC=CC1C(CCC=O)C=CC=C)NCOS(=O)[O-1]	[C][C@H1][C@H1][Branch2][Ring2][Branch1][C][C@@H1][C][C@@H1][Branch1][=N][N][C][=N+1][Ring1][=Branch1][C@@H1][Ring1][#Branch2][C][N][Ring1][Branch1][C@H1][Branch1][#C][C][=C][C][=Branch1][C][=O][N][C][=Branch1][C][=O][N][Ring1][Branch2][O][O][S][=Branch1][C][=O][=Branch1][C][=O][O-1]
[C][C][=Branch1][C][=O][O][C@@H1][C@H1][Branch2][Ring2][S][C][=C][Ring1][=Branch1][C][C][C@@H1][Branch1][P][C][C][C][=C][C][=C][Branch1][Branch1][C][=Branch1][=Branch2][=C][Ring1][=Branch1][O][O][C][C][C][=C][C][=C][Branch1][=C][Ring1][=Branch1][O][O]	CC(=O)O[C@@H1][C@H1]C=CCC[C@@H1](CCC1=CC=CC=C1OOC2CC)CC=C2	[C][C][=Branch1][C][=O][O][C@@H1][Branch1][S][C][C][C][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O][C][C][C][=C][C][=Branch1][=Branch2][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O][O]
[C][C][C][C][C@H1][Branch2][Ring1][=Branch2][C][C@@H1][Ring1][=Branch1][C][C][C@@H1][Branch1][Ring2][O][Ring1][Branch1][Branch1][C][C][C@][Ring1][Branch1][Branch1][C][C][C@H1][Branch1][C][C][Ring1][#Branch1][C][C][=Branch1][C][=O][O-1][O]	C1C2CC[C@H1]1C[C@@H1]2CC[C@@H1](O)CC[C@](C)[C@H1]C	[C][C@@H1][C][C][C@H1][C@H1][Branch1][Ring2][C][Ring1][=Branch1][C][=C][C@@H1][Branch2][Ring1][Branch1][C@@H1][Ring1][#Branch1][C][C][C@H1][Branch1][N][C][C@H1][Branch1][#Branch1][C][C][=Branch1][C][=O][O-1][O][O][C]
[C][C][C][C][C][C][=Branch1][C][=O][O][N+1][=Branch1][C][=O][Branch1][C][O]	CCCCCC(=O)O[N+1](=O)CO	[C][C][C][C][C][C][=Branch1][C][=O][O][C][C][N+1][Branch1][C][C][Branch1][C][C][C]
[C][C][=Branch2][Ring2][=Branch1][=C][C][C][=C][C][Ring1][S][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=Branch1][N][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O][C][O][O][C]	C1C(=CCC2=CC1=C(C=C23)OC=CC=C3C4=CC=C(C=C4)OCOO)C	[C][C][=Branch2][Branch1][#Branch2][=C][C][C][=C][C][=Branch1][#Branch2][=C][Branch1][=Branch1][C][=C][Ring1][=Branch1][O][O][C][=Branch1][C][=O][C][=C][Branch1][Ring2][O][Ring1][N][C][=Branch2][Ring1][#Branch2][=C][Branch2][Ring1][Branch1][C][=Branch1][O][=C][Ring1][#Branch1][C][C][=C][Branch1][C][C][C][C][C][=C][Branch1][C][C][C][O][O][C]
[O][S][C][=S][Branch1][C][=Branch1][C][=S][O][P][=Branch1][C][=O][O]	OSC=SC=SOP(=O)O	[O][P][=Branch1][C][=S][Branch1][C][O][S]
[C][O][C][=C][Branch2][Ring2][P][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N][C][=N][Ring1][#Branch1][C][O][C][=C][Branch1][Branch1][C][=C][Ring2][Ring1][=Branch2]	COC1=CC=CC(=C1)C(=O)C2=CC3=C(C=C2)NC=N3	[C][O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N][=C][C@@H1][C][C][C][N][Ring1][Branch1][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][N][Ring1][#C][C][Ring2][Ring1][Branch1][=O]
